supertype_color,class_color,class_label,subclass_color,subclass_label,supertype_label,value,class_bigwig,subclass_bigwig,supertype_bigwig
#660060,#90E0EF,HY Glut,#CC4B1F,ARH-PVp Tbx3 Glut,ARH-PVp Tbx3 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/ARH_PVp_Tbx3_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/ARH_PVp_Tbx3_Glut_3.bw
#8CFF00,#90E0EF,HY Glut,#CC4B1F,ARH-PVp Tbx3 Glut,ARH-PVp Tbx3 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/ARH_PVp_Tbx3_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/ARH_PVp_Tbx3_Glut_4.bw
#67995C,#90E0EF,HY Glut,#CC4B1F,ARH-PVp Tbx3 Glut,ARH-PVp Tbx3 Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/ARH_PVp_Tbx3_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/ARH_PVp_Tbx3_Glut_5.bw
#5A2E66,#90E0EF,HY Glut,#391799,DMH-LHA Vgll2 Glut,DMH-LHA Vgll2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/DMH_LHA_Vgll2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/DMH_LHA_Vgll2_Glut_1.bw
#44663D,#90E0EF,HY Glut,#391799,DMH-LHA Vgll2 Glut,DMH-LHA Vgll2 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/DMH_LHA_Vgll2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/DMH_LHA_Vgll2_Glut_2.bw
#997A5C,#90E0EF,HY Glut,#391799,DMH-LHA Vgll2 Glut,DMH-LHA Vgll2 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/DMH_LHA_Vgll2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/DMH_LHA_Vgll2_Glut_3.bw
#995F5C,#90E0EF,HY Glut,#391799,DMH-LHA Vgll2 Glut,DMH-LHA Vgll2 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/DMH_LHA_Vgll2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/DMH_LHA_Vgll2_Glut_4.bw
#2E6636,#90E0EF,HY Glut,#00CBFF,VMH Fezf1 Glut,VMH Fezf1 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/VMH_Fezf1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/VMH_Fezf1_Glut_1.bw
#66312E,#90E0EF,HY Glut,#00CBFF,VMH Fezf1 Glut,VMH Fezf1 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/VMH_Fezf1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/VMH_Fezf1_Glut_2.bw
#38FF00,#90E0EF,HY Glut,#00CBFF,VMH Fezf1 Glut,VMH Fezf1 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/VMH_Fezf1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/VMH_Fezf1_Glut_3.bw
#C75CCC,#90E0EF,HY Glut,#5CCCB1,VMH Nr5a1 Glut,VMH Nr5a1 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/VMH_Nr5a1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/VMH_Nr5a1_Glut_1.bw
#006609,#90E0EF,HY Glut,#5CCCB1,VMH Nr5a1 Glut,VMH Nr5a1 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/VMH_Nr5a1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/VMH_Nr5a1_Glut_2.bw
#00CCB9,#90E0EF,HY Glut,#5CCCB1,VMH Nr5a1 Glut,VMH Nr5a1 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/VMH_Nr5a1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/VMH_Nr5a1_Glut_3.bw
#089900,#90E0EF,HY Glut,#5CCCB1,VMH Nr5a1 Glut,VMH Nr5a1 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/VMH_Nr5a1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/VMH_Nr5a1_Glut_4.bw
#FF4826,#90E0EF,HY Glut,#5CCCB1,VMH Nr5a1 Glut,VMH Nr5a1 Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/VMH_Nr5a1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/VMH_Nr5a1_Glut_5.bw
#0075FF,#90E0EF,HY Glut,#5CCCB1,VMH Nr5a1 Glut,VMH Nr5a1 Glut_6,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/VMH_Nr5a1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/VMH_Nr5a1_Glut_6.bw
#1F663F,#90E0EF,HY Glut,#B100CC,LHA Pmch Glut,LHA Pmch Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/LHA_Pmch_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/LHA_Pmch_Glut_1.bw
#CCB83D,#90E0EF,HY Glut,#B100CC,LHA Pmch Glut,LHA Pmch Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/LHA_Pmch_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/LHA_Pmch_Glut_2.bw
#003266,#90E0EF,HY Glut,#603DCC,PVH-SO-PVa Otp Glut,PVH-SO-PVa Otp Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PVH_SO_PVa_Otp_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PVH_SO_PVa_Otp_Glut_1.bw
#00C8CC,#90E0EF,HY Glut,#603DCC,PVH-SO-PVa Otp Glut,PVH-SO-PVa Otp Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PVH_SO_PVa_Otp_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PVH_SO_PVa_Otp_Glut_2.bw
#63663D,#90E0EF,HY Glut,#603DCC,PVH-SO-PVa Otp Glut,PVH-SO-PVa Otp Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PVH_SO_PVa_Otp_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PVH_SO_PVa_Otp_Glut_3.bw
#A6FF4D,#90E0EF,HY Glut,#603DCC,PVH-SO-PVa Otp Glut,PVH-SO-PVa Otp Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PVH_SO_PVa_Otp_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PVH_SO_PVa_Otp_Glut_4.bw
#FF73CB,#90E0EF,HY Glut,#603DCC,PVH-SO-PVa Otp Glut,PVH-SO-PVa Otp Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PVH_SO_PVa_Otp_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PVH_SO_PVa_Otp_Glut_5.bw
#827ACC,#90E0EF,HY Glut,#603DCC,PVH-SO-PVa Otp Glut,PVH-SO-PVa Otp Glut_6,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PVH_SO_PVa_Otp_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PVH_SO_PVa_Otp_Glut_6.bw
#BB5CCC,#90E0EF,HY Glut,#CC0048,STN-PSTN Pitx2 Glut,STN-PSTN Pitx2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/STN_PSTN_Pitx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/STN_PSTN_Pitx2_Glut_1.bw
#81992E,#90E0EF,HY Glut,#CC0048,STN-PSTN Pitx2 Glut,STN-PSTN Pitx2 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/STN_PSTN_Pitx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/STN_PSTN_Pitx2_Glut_2.bw
#CCBE00,#90E0EF,HY Glut,#CC0048,STN-PSTN Pitx2 Glut,STN-PSTN Pitx2 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/STN_PSTN_Pitx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/STN_PSTN_Pitx2_Glut_3.bw
#661F5F,#90E0EF,HY Glut,#CC0048,STN-PSTN Pitx2 Glut,STN-PSTN Pitx2 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/STN_PSTN_Pitx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/STN_PSTN_Pitx2_Glut_4.bw
#98FF26,#90E0EF,HY Glut,#CC0048,STN-PSTN Pitx2 Glut,STN-PSTN Pitx2 Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/STN_PSTN_Pitx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/STN_PSTN_Pitx2_Glut_5.bw
#00994C,#90E0EF,HY Glut,#CC0048,STN-PSTN Pitx2 Glut,STN-PSTN Pitx2 Glut_6,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/STN_PSTN_Pitx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/STN_PSTN_Pitx2_Glut_6.bw
#0F2E66,#90E0EF,HY Glut,#CC0048,STN-PSTN Pitx2 Glut,STN-PSTN Pitx2 Glut_7,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/STN_PSTN_Pitx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/STN_PSTN_Pitx2_Glut_7.bw
#66581F,#90E0EF,HY Glut,#3D5566,PMv-TMv Pitx2 Glut,PMv-TMv Pitx2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PMv_TMv_Pitx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PMv_TMv_Pitx2_Glut_1.bw
#00C9FF,#90E0EF,HY Glut,#3D5566,PMv-TMv Pitx2 Glut,PMv-TMv Pitx2 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PMv_TMv_Pitx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PMv_TMv_Pitx2_Glut_2.bw
#2E3F66,#90E0EF,HY Glut,#3D5566,PMv-TMv Pitx2 Glut,PMv-TMv Pitx2 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PMv_TMv_Pitx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PMv_TMv_Pitx2_Glut_3.bw
#660B00,#90E0EF,HY Glut,#66441F,PH-an Pitx2 Glut,PH-an Pitx2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PH_an_Pitx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PH_an_Pitx2_Glut_1.bw
#457499,#90E0EF,HY Glut,#66441F,PH-an Pitx2 Glut,PH-an Pitx2 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PH_an_Pitx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PH_an_Pitx2_Glut_2.bw
#66562E,#90E0EF,HY Glut,#5C6D99,PH Pitx2 Glut,PH Pitx2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PH_Pitx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PH_Pitx2_Glut_1.bw
#00CC49,#90E0EF,HY Glut,#5C6D99,PH Pitx2 Glut,PH Pitx2 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PH_Pitx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PH_Pitx2_Glut_2.bw
#C74DFF,#90E0EF,HY Glut,#7C2E99,PH-LHA Foxb1 Glut,PH-LHA Foxb1 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PH_LHA_Foxb1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PH_LHA_Foxb1_Glut_1.bw
#4C661F,#90E0EF,HY Glut,#7C2E99,PH-LHA Foxb1 Glut,PH-LHA Foxb1 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PH_LHA_Foxb1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PH_LHA_Foxb1_Glut_2.bw
#3D6640,#90E0EF,HY Glut,#7C2E99,PH-LHA Foxb1 Glut,PH-LHA Foxb1 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PH_LHA_Foxb1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PH_LHA_Foxb1_Glut_3.bw
#73FFE8,#90E0EF,HY Glut,#7C2E99,PH-LHA Foxb1 Glut,PH-LHA Foxb1 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PH_LHA_Foxb1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PH_LHA_Foxb1_Glut_4.bw
#5C6CCC,#90E0EF,HY Glut,#7C2E99,PH-LHA Foxb1 Glut,PH-LHA Foxb1 Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PH_LHA_Foxb1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PH_LHA_Foxb1_Glut_5.bw
#4DFFDE,#90E0EF,HY Glut,#7C2E99,PH-LHA Foxb1 Glut,PH-LHA Foxb1 Glut_6,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PH_LHA_Foxb1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PH_LHA_Foxb1_Glut_6.bw
#5C9799,#90E0EF,HY Glut,#7C2E99,PH-LHA Foxb1 Glut,PH-LHA Foxb1 Glut_7,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PH_LHA_Foxb1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PH_LHA_Foxb1_Glut_7.bw
#66411F,#90E0EF,HY Glut,#5C9965,PMd-LHA Foxb1 Glut,PMd-LHA Foxb1 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PMd_LHA_Foxb1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PMd_LHA_Foxb1_Glut_1.bw
#A7CC7A,#90E0EF,HY Glut,#5C9965,PMd-LHA Foxb1 Glut,PMd-LHA Foxb1 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PMd_LHA_Foxb1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PMd_LHA_Foxb1_Glut_2.bw
#2E6649,#90E0EF,HY Glut,#5C9965,PMd-LHA Foxb1 Glut,PMd-LHA Foxb1 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PMd_LHA_Foxb1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PMd_LHA_Foxb1_Glut_3.bw
#994F17,#90E0EF,HY Glut,#991793,PH-SUM Foxa1 Glut,PH-SUM Foxa1 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/HY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PH_SUM_Foxa1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PH_SUM_Foxa1_Glut_1.bw
